,Distribution,Beta,N,topk,sigma,B_hat,Bh_L,Bh_H,R2
202,Normal,0.8333333333333334,100000,0.5,0.05,0.5275168453245049,0.5219621902323636,0.5330715004166463,0.4289441896957552
203,Normal,0.8333333333333334,100000,0.5,0.05,0.5246097326781953,0.5190687782166492,0.5301506871397414,0.42740495664030176
204,Normal,0.8333333333333334,100000,0.5,0.05,0.5317609107187451,0.5261996076419063,0.5373222137955839,0.4323083514450399
205,Normal,0.8333333333333334,100000,0.5,0.05,0.5318486793234491,0.5263320970928304,0.5373652615540679,0.4363460950865903
206,Normal,0.8333333333333334,100000,0.5,0.05,0.5277851751908393,0.5222316513661952,0.5333386990154835,0.42924534224992206
207,Normal,0.8333333333333334,100000,0.5,0.05,0.5244209704505316,0.5188548586656868,0.5299870822353764,0.4250079887670519
208,Normal,0.8333333333333334,100000,0.5,0.05,0.5298907084962252,0.5243700897870079,0.5354113272054425,0.4341413570646656
209,Normal,0.8333333333333334,100000,0.5,0.05,0.5292953009362567,0.5237604195507705,0.5348301823217428,0.4322742750682065
210,Normal,0.8333333333333334,100000,0.5,0.05,0.5277873875044072,0.5222560006385378,0.5333187743702766,0.4312746673710479
211,Normal,0.8333333333333334,100000,0.5,0.05,0.528305333408877,0.5227694521032882,0.5338412147144658,0.4313574100248263
212,Normal,0.8333333333333334,100000,0.5,0.05,0.5306702441217226,0.5251324866189486,0.5362080016244966,0.4332610051781661
213,Normal,0.8333333333333334,100000,0.5,0.05,0.5301573545287122,0.5246034067949346,0.5357113022624898,0.43151300378773105
214,Normal,0.8333333333333334,100000,0.5,0.05,0.5304953302933377,0.5249157539119901,0.5360749066746854,0.42948829836763225
215,Normal,0.8333333333333334,100000,0.5,0.05,0.5283023667513032,0.5227358869631281,0.5338688465394782,0.4286154662667623
216,Normal,0.8333333333333334,100000,0.5,0.05,0.5302073340274758,0.5246887565784065,0.535725911476545,0.43466988955886243
217,Normal,0.8333333333333334,100000,0.5,0.05,0.5312028146760106,0.5257230378971549,0.5366825914548663,0.43902704370102974
218,Normal,0.8333333333333334,100000,0.5,0.05,0.5316553891619202,0.5260507235079043,0.5372600548159362,0.4283445404865127
219,Normal,0.8333333333333334,100000,0.5,0.05,0.5305280606980176,0.5250201753027769,0.5360359460932583,0.4359419494676052
220,Normal,0.8333333333333334,100000,0.5,0.05,0.5308748863117856,0.5253575513711732,0.5363922212523979,0.435329796489483
221,Normal,0.8333333333333334,100000,0.5,0.05,0.5311130215034261,0.5255178454598535,0.5367081975469987,0.4287755105631592
222,Normal,0.8333333333333334,100000,0.5,0.05,0.5286598929403583,0.5230786121861495,0.5342411736945671,0.42764645916979827
223,Normal,0.8333333333333334,100000,0.5,0.05,0.5353460365617799,0.5298214862222878,0.5408705869012721,0.4388190690754812
224,Normal,0.8333333333333334,100000,0.5,0.05,0.5309888850351809,0.5254121111015799,0.5365656589687819,0.4301212903988615
225,Normal,0.8333333333333334,100000,0.5,0.05,0.5290386818696406,0.523473319275286,0.5346040444639953,0.42933241647962406
226,Normal,0.8333333333333334,100000,0.5,0.05,0.5295076196052619,0.5239723809390959,0.535042858271428,0.4325086148609172
227,Normal,0.8333333333333334,100000,0.5,0.05,0.5222544693155768,0.5167035563787022,0.5278053822524514,0.42436358366759397
228,Normal,0.8333333333333334,100000,0.5,0.05,0.5375088822658833,0.5319291588714047,0.543088605660362,0.4360140140930636
229,Normal,0.8333333333333334,100000,0.5,0.05,0.5264489443557894,0.5209179621477107,0.531979926563868,0.43000691615057607
230,Normal,0.8333333333333334,100000,0.5,0.05,0.5282574831061568,0.5226950671452792,0.5338198990670344,0.42902720316609966
231,Normal,0.8333333333333334,100000,0.5,0.05,0.5279775368446122,0.5224123814677917,0.5335426922214328,0.4283989241356807
232,Normal,0.8333333333333334,100000,0.5,0.05,0.532488140982462,0.5269233416733813,0.5380529402915427,0.43270797216854295
233,Normal,0.8333333333333334,100000,0.5,0.05,0.5281385090526349,0.522575484806435,0.5337015332988349,0.4287517585176237
234,Normal,0.8333333333333334,100000,0.5,0.05,0.5366061024523159,0.531045161363256,0.5421670435413758,0.43682444573759405
235,Normal,0.8333333333333334,100000,0.5,0.05,0.5310423140885483,0.5254921833379379,0.5365924448391587,0.4325731549253853
236,Normal,0.8333333333333334,100000,0.5,0.05,0.5288058090760259,0.5232804904779655,0.5343311276740863,0.4327806971568018
237,Normal,0.8333333333333334,100000,0.5,0.05,0.5286724712140396,0.5231508179898987,0.5341941244381805,0.4329507594144858
238,Normal,0.8333333333333334,100000,0.5,0.05,0.5287340547467512,0.523176914831012,0.5342911946624903,0.4298172478366974
239,Normal,0.8333333333333334,100000,0.5,0.05,0.5284313451685634,0.5228880238729944,0.5339746664641324,0.4308528405947243
240,Normal,0.8333333333333334,100000,0.5,0.05,0.5330595473309367,0.5274864280534372,0.5386326666084363,0.4325542945190586
241,Normal,0.8333333333333334,100000,0.5,0.05,0.5274771219377055,0.5219514474760272,0.5330027963993837,0.43148245028543064
242,Normal,0.8333333333333334,100000,0.5,0.05,0.5246918243185341,0.5190922918818668,0.5302913567552014,0.4223737498056267
243,Normal,0.8333333333333334,100000,0.5,0.05,0.5275179849910829,0.5219660196240012,0.5330699503581646,0.42913474979351085
244,Normal,0.8333333333333334,100000,0.5,0.05,0.5306155248455369,0.5250929456773078,0.5361381040137659,0.4346066219996111
245,Normal,0.8333333333333334,100000,0.5,0.05,0.532531905013534,0.5269636468539259,0.538100163173142,0.43239538724630433
246,Normal,0.8333333333333334,100000,0.5,0.05,0.5319271766339861,0.5264288580726166,0.5374254951953557,0.43807200064539
247,Normal,0.8333333333333334,100000,0.5,0.05,0.5303739433607415,0.5248426470766051,0.5359052396448779,0.4337091433245268
248,Normal,0.8333333333333334,100000,0.5,0.05,0.526919639120873,0.5213715952272213,0.5324676830145247,0.4289355146192908
249,Normal,0.8333333333333334,100000,0.5,0.05,0.5299003318580064,0.5243641111495178,0.5354365525664951,0.43289195722890306
250,Normal,0.8333333333333334,1000000,0.5,0.05,0.530635000913187,0.5288836856387735,0.5323863161876006,0.43323297505791003
251,Normal,0.8333333333333334,1000000,0.5,0.05,0.5321545371919392,0.5303996656179796,0.5339094087658988,0.4336639733441333
252,Normal,0.8333333333333334,1000000,0.5,0.05,0.5281313143907571,0.5263787157943676,0.5298839129871467,0.4305707437604215
253,Normal,0.8333333333333334,1000000,0.5,0.05,0.5309082447990789,0.5291548644347479,0.53266162516341,0.4329544518117382
254,Normal,0.8333333333333334,1000000,0.5,0.05,0.5287447863311705,0.526993104449987,0.530496468212354,0.43138718581942204
255,Normal,0.8333333333333334,1000000,0.5,0.05,0.5303984920295326,0.5286438313057065,0.5321531527533587,0.432114446483131
256,Normal,0.8333333333333334,1000000,0.5,0.05,0.5278551424751488,0.5261018200484302,0.5296084649018673,0.43012830968849747
257,Normal,0.8333333333333334,1000000,0.5,0.05,0.5310531027012084,0.5292987931874283,0.5328074122149885,0.43283307287887285
258,Normal,0.8333333333333334,1000000,0.5,0.05,0.5299328557535885,0.5281847231480158,0.5316809883591612,0.433503690601286
259,Normal,0.8333333333333334,1000000,0.5,0.05,0.5299702384599341,0.5282178503649508,0.5317226265549173,0.43236581213905056
260,Normal,0.8333333333333334,1000000,0.5,0.05,0.52876862266121,0.5270195172024981,0.530517728119922,0.43213633956082653
261,Normal,0.8333333333333334,1000000,0.5,0.05,0.5288126429887248,0.5270580532051945,0.530567232772255,0.43066846343077614
262,Normal,0.8333333333333334,1000000,0.5,0.05,0.5298291480579627,0.5280700906852827,0.5315882054306427,0.43038071462331096
263,Normal,0.8333333333333334,1000000,0.5,0.05,0.5292180527315686,0.5274665089282569,0.5309695965348804,0.43189142858880447
264,Normal,0.8333333333333334,1000000,0.5,0.05,0.5300218810270829,0.5282694144614136,0.5317743475927522,0.43236931529690004
265,Normal,0.8333333333333334,1000000,0.5,0.05,0.5284615415039058,0.5267082292621699,0.5302148537456417,0.4306856028833608
266,Normal,0.8333333333333334,1000000,0.5,0.05,0.5286711731770062,0.5269156616291403,0.5304266847248721,0.4302935621681466
267,Normal,0.8333333333333334,1000000,0.5,0.05,0.5289713540410812,0.5272227748981447,0.5307199331840177,0.4325035993336649
268,Normal,0.8333333333333334,1000000,0.5,0.05,0.5312657506799914,0.529512973692736,0.5330185276672468,0.43346895087932547
269,Normal,0.8333333333333334,1000000,0.5,0.05,0.528239316231355,0.5264916570015582,0.5299869754611518,0.4320709917082346
270,Normal,0.8333333333333334,1000000,0.5,0.05,0.5316792344156962,0.5299271679003428,0.5334313009310496,0.43403003820131514
271,Normal,0.8333333333333334,1000000,0.5,0.05,0.5298689388837925,0.5281211671433845,0.5316167106242005,0.43357992075309904
272,Normal,0.8333333333333334,1000000,0.5,0.05,0.5303149876038287,0.5285647358457197,0.5320652393619376,0.43327921251589596
273,Normal,0.8333333333333334,1000000,0.5,0.05,0.5287220346086094,0.5269729996644874,0.5304710695527315,0.432110754760866
274,Normal,0.8333333333333334,1000000,0.5,0.05,0.5296452600176336,0.5278950469566867,0.5313954730785805,0.4326653234844471
275,Normal,0.8333333333333334,1000000,0.5,0.05,0.5291629517166498,0.5274114536631442,0.5309144497701554,0.43185846999044697
276,Normal,0.8333333333333334,1000000,0.5,0.05,0.5295941617401505,0.527844358944228,0.531343964536073,0.4327559350395356
277,Normal,0.8333333333333334,1000000,0.5,0.05,0.5291567417115361,0.5274025302936807,0.5309109531293916,0.4310773157068759
278,Normal,0.8333333333333334,1000000,0.5,0.05,0.5275006016373291,0.5257433813584342,0.5292578219162241,0.4287119192019716
279,Normal,0.8333333333333334,1000000,0.5,0.05,0.5287954277535336,0.5270421774469864,0.5305486780600808,0.43102970376337635
280,Normal,0.8333333333333334,1000000,0.5,0.05,0.5293184900003576,0.5275684677857853,0.5310685122149299,0.4323999354128468
281,Normal,0.8333333333333334,1000000,0.5,0.05,0.529638874033342,0.5278842152946573,0.5313935327720266,0.43140058618928134
282,Normal,0.8333333333333334,1000000,0.5,0.05,0.5280364284105596,0.5262840912309705,0.5297887655901488,0.43056216102232236
283,Normal,0.8333333333333334,1000000,0.5,0.05,0.5287417501917773,0.5269915628939909,0.5304919374895637,0.4318265770292533
284,Normal,0.8333333333333334,1000000,0.5,0.05,0.5293776593620505,0.5276210703288107,0.5311342483952903,0.4306406057058362
285,Normal,0.8333333333333334,1000000,0.5,0.05,0.5291264256176662,0.5273709051248716,0.5308819461104608,0.4306732616368324
286,Normal,0.8333333333333334,1000000,0.5,0.05,0.5305100801181775,0.5287604745005609,0.5322596857357941,0.4336374844018879
287,Normal,0.8333333333333334,1000000,0.5,0.05,0.528232510261101,0.5264811203369012,0.5299839001853007,0.43101420039896254
288,Normal,0.8333333333333334,1000000,0.5,0.05,0.5305312395314719,0.5287803811791802,0.5322820978837635,0.4333183086625373
289,Normal,0.8333333333333334,1000000,0.5,0.05,0.5297999954432093,0.5280479931819503,0.5315519977044684,0.43229491531430586
290,Normal,0.8333333333333334,1000000,0.5,0.05,0.5305842428880956,0.5288263656015276,0.5323421201746635,0.43137428969962477
291,Normal,0.8333333333333334,1000000,0.5,0.05,0.528686397036279,0.5269329486258605,0.5304398454466974,0.43085773421198714
292,Normal,0.8333333333333334,1000000,0.5,0.05,0.5293211053510891,0.5275684836242793,0.5310737270778989,0.4316717879293497
293,Normal,0.8333333333333334,1000000,0.5,0.05,0.5298837539937313,0.5281290334166754,0.5316384745707873,0.4316212495449586
294,Normal,0.8333333333333334,1000000,0.5,0.05,0.5290673112848969,0.5273154782445334,0.5308191443252605,0.43168019133530133
295,Normal,0.8333333333333334,1000000,0.5,0.05,0.5298140928987856,0.5280676417102279,0.5315605440873432,0.4338433861643377
296,Normal,0.8333333333333334,1000000,0.5,0.05,0.52790767207222,0.5261552798170633,0.5296600643273767,0.4304585284378226
297,Normal,0.8333333333333334,1000000,0.5,0.05,0.5284656041329372,0.5267197512988651,0.5302114569670093,0.43278672530406304
298,Normal,0.8333333333333334,1000000,0.5,0.05,0.5295959082460557,0.5278476009079527,0.5313442155841588,0.43314650190215565
299,Normal,0.8333333333333334,1000000,0.5,0.05,0.529243449030294,0.5274972488625503,0.5309896491980376,0.4333745537348386
300,Normal,0.8333333333333334,10000000,0.5,0.05,0.5294396887560247,0.5288858517762336,0.5299935257358157,0.43213456498373537
301,Normal,0.8333333333333334,10000000,0.5,0.05,0.529476056651129,0.5289223749896437,0.5300297383126142,0.43230524951903904
302,Normal,0.8333333333333334,10000000,0.5,0.05,0.5291908875195777,0.5286367396277815,0.5297450354113739,0.4316289819238328
303,Normal,0.8333333333333334,10000000,0.5,0.05,0.5292374830659616,0.5286840505278644,0.5297909156040589,0.43229860230280504
304,Normal,0.8333333333333334,10000000,0.5,0.05,0.5290782641838225,0.5285245082239989,0.5296320201436462,0.4318686263744266
305,Normal,0.8333333333333334,10000000,0.5,0.05,0.5297573495939636,0.529203328324307,0.5303113708636201,0.4322689137071407
306,Normal,0.8333333333333334,10000000,0.5,0.05,0.529878572519368,0.5293248943810899,0.5304322506576461,0.43268066528279014
307,Normal,0.8333333333333334,10000000,0.5,0.05,0.5287523941671255,0.5281984919347648,0.5293062963994862,0.4314319537816469
308,Normal,0.8333333333333334,10000000,0.5,0.05,0.5290721840508503,0.5285179196548162,0.5296264484468844,0.43141455701687303
309,Normal,0.8333333333333334,10000000,0.5,0.05,0.5291152875770999,0.5285615304676902,0.5296690446865097,0.4319006160014799
310,Normal,0.8333333333333334,10000000,0.5,0.05,0.5292255484266146,0.5286710674740059,0.5297800293792233,0.4313750487961925
311,Normal,0.8333333333333334,10000000,0.5,0.05,0.5294692608161178,0.5289152357022565,0.530023285929979,0.4320016239005262
312,Normal,0.8333333333333334,10000000,0.5,0.05,0.529459063210953,0.5289051882300964,0.5300129381918097,0.43212544712523704
313,Normal,0.8333333333333334,10000000,0.5,0.05,0.5289592176086346,0.5284049298419071,0.5295135053753621,0.43128693453138156
314,Normal,0.8333333333333334,10000000,0.5,0.05,0.529306840404919,0.5287524996837327,0.5298611811261054,0.43156019150084646
315,Normal,0.8333333333333334,10000000,0.5,0.05,0.5290598065165009,0.528505953585859,0.5296136594471428,0.43176760655655533
316,Normal,0.8333333333333334,10000000,0.5,0.05,0.5292195637772661,0.5286659922142085,0.5297731353403237,0.43216014053768437
317,Normal,0.8333333333333334,10000000,0.5,0.05,0.5288680476348695,0.528314020790883,0.529422074478856,0.4314280416589673
318,Normal,0.8333333333333334,10000000,0.5,0.05,0.5291446954618095,0.5285910325524139,0.5296983583712052,0.4320161647115184
319,Normal,0.8333333333333334,10000000,0.5,0.05,0.5301382820450664,0.5295844660536604,0.5306920980364724,0.43281040442992225
320,Normal,0.8333333333333334,10000000,0.5,0.05,0.5296820768512989,0.5291282322891666,0.5302359214134311,0.4323530324109567
321,Normal,0.8333333333333334,10000000,0.5,0.05,0.5292125389191868,0.528658711835354,0.5297663660030197,0.43194544615004105
322,Normal,0.8333333333333334,10000000,0.5,0.05,0.5289477025513554,0.5283938819600261,0.5295015231426846,0.43169509439268305
323,Normal,0.8333333333333334,10000000,0.5,0.05,0.5288696688001497,0.5283159735631884,0.5294233640371111,0.43172664921249837
324,Normal,0.8333333333333334,10000000,0.5,0.05,0.5294191657046134,0.5288648841818103,0.5299734472274166,0.4317219680595844
325,Normal,0.8333333333333334,10000000,0.5,0.05,0.5290813863615096,0.5285274206679681,0.5296353520550511,0.4316829436595697
326,Normal,0.8333333333333334,10000000,0.5,0.05,0.5298217832400809,0.5292676109874018,0.53037595549276,0.43219598468337883
327,Normal,0.8333333333333334,10000000,0.5,0.05,0.5288439536443805,0.528289815351623,0.529398091937138,0.4313118011416097
328,Normal,0.8333333333333334,10000000,0.5,0.05,0.5296686881150254,0.5291148614846869,0.530222514745364,0.4323565707433764
329,Normal,0.8333333333333334,10000000,0.5,0.05,0.5296631139564116,0.529109129619137,0.5302170982936862,0.43221181694154454
330,Normal,0.8333333333333334,10000000,0.5,0.05,0.5297907402471216,0.5292365399978971,0.5303449404963461,0.4321370070642413
331,Normal,0.8333333333333334,10000000,0.5,0.05,0.5289679914606218,0.5284140009227899,0.5295219819984537,0.43156140735596593
332,Normal,0.8333333333333334,10000000,0.5,0.05,0.5291484486065006,0.5285949154211742,0.5297019817918269,0.4321395951278364
333,Normal,0.8333333333333334,10000000,0.5,0.05,0.5291791502532766,0.5286251775824866,0.5297331229240665,0.43176891186559896
334,Normal,0.8333333333333334,10000000,0.5,0.05,0.5292556429812452,0.5287022584690095,0.5298090274934808,0.43236383946695667
335,Normal,0.8333333333333334,10000000,0.5,0.05,0.5291173122642707,0.528563323555007,0.5296713009735344,0.431697735942978
336,Normal,0.8333333333333334,10000000,0.5,0.05,0.5286909114035634,0.5281368436384964,0.5292449791686303,0.43123512934642294
337,Normal,0.8333333333333334,10000000,0.5,0.05,0.5298948547368694,0.5293405745707087,0.53044913490303,0.4321691698498217
338,Normal,0.8333333333333334,10000000,0.5,0.05,0.5294775238990441,0.5289231419521541,0.5300319058459342,0.43169455328752926
339,Normal,0.8333333333333334,10000000,0.5,0.05,0.5292337465398651,0.5286799661261155,0.5297875269536148,0.43199556335204947
340,Normal,0.8333333333333334,10000000,0.5,0.05,0.5294633182545745,0.5289092726181174,0.5300173638910316,0.4319710758798646
341,Normal,0.8333333333333334,10000000,0.5,0.05,0.5295048244489946,0.5289507093621139,0.5300589395358754,0.43194760825386247
342,Normal,0.8333333333333334,10000000,0.5,0.05,0.5286636780807186,0.5281095732376674,0.5292177829237698,0.43117900271849796
343,Normal,0.8333333333333334,10000000,0.5,0.05,0.5291457291317663,0.5285918008758175,0.5296996573877151,0.4317804543862406
344,Normal,0.8333333333333334,10000000,0.5,0.05,0.5293905766276721,0.5288365618463494,0.5299445914089947,0.4319305014931306
345,Normal,0.8333333333333334,10000000,0.5,0.05,0.5295670137071289,0.5290129872558541,0.5301210401584037,0.432091729445219
346,Normal,0.8333333333333334,10000000,0.5,0.05,0.5288111967913265,0.5282573072017758,0.5293650863808772,0.43149446565043237
347,Normal,0.8333333333333334,10000000,0.5,0.05,0.5298593914823675,0.5293054306919583,0.5304133522727766,0.4324185265209062
348,Normal,0.8333333333333334,10000000,0.5,0.05,0.5294171751525827,0.5288629996098632,0.5299713506953022,0.4318134744085049
349,Normal,0.8333333333333334,10000000,0.5,0.05,0.5293843631476562,0.5288309358948229,0.5299377904004896,0.43244785095631133
350,Normal,0.8333333333333334,100000000,0.5,0.05,0.5293638350216172,0.5291886833737315,0.5295389866695029,0.43202890502381064
351,Normal,0.8333333333333334,100000000,0.5,0.05,0.5293603873054913,0.5291851922310415,0.529535582379941,0.43190217307370615
352,Normal,0.8333333333333334,100000000,0.5,0.05,0.5295293050216037,0.5293541427581631,0.5297044672850443,0.43215348694902345
353,Normal,0.8333333333333334,100000000,0.5,0.05,0.5295805626723906,0.5294053835768721,0.5297557417679092,0.43215242289324285
354,Normal,0.8333333333333334,100000000,0.5,0.05,0.5293368631845974,0.5291617390280607,0.529511987341134,0.4320807857266511
355,Normal,0.8333333333333334,100000000,0.5,0.05,0.5292038173800959,0.5290286337180526,0.5293790010421392,0.43179036797228687
356,Normal,0.8333333333333334,100000000,0.5,0.05,0.529601138673546,0.5294259725374035,0.5297763048096884,0.4322103124915344
357,Normal,0.8333333333333334,100000000,0.5,0.05,0.5294121417672564,0.5292369527509855,0.5295873307835273,0.43196864505015964
358,Normal,0.8333333333333334,100000000,0.5,0.05,0.5293528460554464,0.5291776827922631,0.5295280093186298,0.43198508343069697
359,Normal,0.8333333333333334,100000000,0.5,0.05,0.5293089467573093,0.5291337339544897,0.529484159560129,0.4318059649911157
360,Normal,0.8333333333333334,100000000,0.5,0.05,0.5295191790336773,0.5293439837782056,0.529694374289149,0.43204893213148476
361,Normal,0.8333333333333334,100000000,0.5,0.05,0.5294811343347794,0.5293059643015899,0.5296563043679688,0.43208553732993615
362,Normal,0.8333333333333334,100000000,0.5,0.05,0.5294973574066519,0.529322204908719,0.5296725099045849,0.4321484830040988
363,Normal,0.8333333333333334,100000000,0.5,0.05,0.5294555472685438,0.5292803755396135,0.5296307189974742,0.4320571066573379
364,Normal,0.8333333333333334,100000000,0.5,0.05,0.5294856255353828,0.5293104127593072,0.5296608383114584,0.4319699228780366
365,Normal,0.8333333333333334,100000000,0.5,0.05,0.5293976004732421,0.5292224516457062,0.529572749300778,0.4320668918655419
366,Normal,0.8333333333333334,100000000,0.5,0.05,0.5293472641055823,0.5291721062917031,0.5295224219194615,0.4319935854931848
367,Normal,0.8333333333333334,100000000,0.5,0.05,0.5293496979960164,0.5291745643509146,0.5295248316411182,0.43206651528696605
368,Normal,0.8333333333333334,100000000,0.5,0.05,0.5293864348509665,0.5292112440421123,0.5295616256598207,0.43193890045273864
369,Normal,0.8333333333333334,100000000,0.5,0.05,0.5294256369229444,0.5292504626289578,0.529600811216931,0.4320246207227162
370,Normal,0.8333333333333334,100000000,0.5,0.05,0.5294059026247178,0.5292307776355505,0.529581027613885,0.43214277821925395
371,Normal,0.8333333333333334,100000000,0.5,0.05,0.529460451676786,0.5292852592951875,0.5296356440583845,0.43200387006649776
372,Normal,0.8333333333333334,100000000,0.5,0.05,0.529438343066249,0.5292631590074185,0.5296135271250796,0.43200648969283273
373,Normal,0.8333333333333334,100000000,0.5,0.05,0.5292080678369073,0.5290328768343207,0.529383258839494,0.43177196153579367
374,Normal,0.8333333333333334,100000000,0.5,0.05,0.5295597310070699,0.5293845210455221,0.5297349409686176,0.43204603394313257
375,Normal,0.8333333333333334,100000000,0.5,0.05,0.5291773455874091,0.5290021848350375,0.5293525063397808,0.4318299227268714
376,Normal,0.8333333333333334,100000000,0.5,0.05,0.529466319201835,0.5292911796845917,0.5296414587190782,0.4321583107414193
377,Normal,0.8333333333333334,100000000,0.5,0.05,0.5293333011802765,0.5291581126165643,0.5295084897439888,0.431897363950582
378,Normal,0.8333333333333334,100000000,0.5,0.05,0.5292960688245323,0.5291209258367939,0.5294712118122706,0.4319924916063762
379,Normal,0.8333333333333334,100000000,0.5,0.05,0.5293199985119887,0.5291448123793261,0.5294951846446514,0.4318903465421666
380,Normal,0.8333333333333334,100000000,0.5,0.05,0.5294164390518992,0.5292412800571868,0.5295915980466115,0.43205625081500243
381,Normal,0.8333333333333334,100000000,0.5,0.05,0.5293615929486659,0.529186372106906,0.5295368137904258,0.4318309949648622
382,Normal,0.8333333333333334,100000000,0.5,0.05,0.5294668418972774,0.5292917100071539,0.529641973787401,0.4321804247464506
383,Normal,0.8333333333333334,100000000,0.5,0.05,0.5293800661642889,0.5292049145889864,0.5295552177395914,0.43204457593658574
384,Normal,0.8333333333333334,100000000,0.5,0.05,0.5294026086801011,0.5292274127265358,0.5295778046336664,0.431940817363476
385,Normal,0.8333333333333334,100000000,0.5,0.05,0.5296347715467276,0.5294595495541546,0.5298099935393005,0.43208283213266696
386,Normal,0.8333333333333334,100000000,0.5,0.05,0.5293562039481756,0.5291810687561825,0.5295313391401687,0.43206690903238876
387,Normal,0.8333333333333334,100000000,0.5,0.05,0.5295230630061782,0.5293478769924043,0.5296982490199522,0.4320831233937985
388,Normal,0.8333333333333334,100000000,0.5,0.05,0.5293185490422205,0.5291434265513604,0.5294936715330807,0.43206605322362013
389,Normal,0.8333333333333334,100000000,0.5,0.05,0.5294143623053547,0.5292391672133197,0.5295895573973897,0.43195399268309054
390,Normal,0.8333333333333334,100000000,0.5,0.05,0.5294544442441751,0.5292793125276286,0.5296295759607216,0.4321713764567847
391,Normal,0.8333333333333334,100000000,0.5,0.05,0.5294600038134103,0.5292848517966584,0.5296351558301622,0.4321177127450787
392,Normal,0.8333333333333334,100000000,0.5,0.05,0.5295125438513173,0.5293373461366638,0.5296877415659708,0.43203779280530863
393,Normal,0.8333333333333334,100000000,0.5,0.05,0.5294058171131386,0.5292306349690657,0.5295809992572115,0.4319818098996725
394,Normal,0.8333333333333334,100000000,0.5,0.05,0.5296523185416779,0.5294770743602372,0.5298275627231187,0.43203727220212196
395,Normal,0.8333333333333334,100000000,0.5,0.05,0.5292161799745099,0.5290410430753121,0.5293913168737077,0.43193382747044096
396,Normal,0.8333333333333334,100000000,0.5,0.05,0.5295073963235284,0.5293321800411952,0.5296826126058616,0.4319786363636152
397,Normal,0.8333333333333334,100000000,0.5,0.05,0.5293694966349909,0.5291943007330611,0.5295446925369207,0.4319085603416585
